country,provinceState,Confirmed,Recovered,Deaths,Active,date
US,California,43574,0,542,43032,2021-01-26 05:22:02
US,California,3477,0,40,3437,2021-01-26 05:22:02
US,California,0,0,0,0,2021-01-26 05:22:02
US,California,66402,0,525,65877,2021-01-26 05:22:02
US,California,11210,0,138,11072,2021-01-26 05:22:02
US,California,5176,0,30,5146,2021-01-26 05:22:02
US,Colorado,44990,0,569,44421,2021-01-26 05:22:02
US,Colorado,1121,0,27,1094,2021-01-26 05:22:02
US,Colorado,44054,0,607,43447,2021-01-26 05:22:02
US,Colorado,595,0,1,594,2021-01-26 05:22:02
US,Colorado,262,0,3,259,2021-01-26 05:22:02
US,Colorado,1284,0,20,1264,2021-01-26 05:22:02
US,Colorado,16788,0,205,16583,2021-01-26 05:22:02
US,Colorado,3327,0,69,3258,2021-01-26 05:22:02
US,Colorado,1259,0,23,1236,2021-01-26 05:22:02
US,Colorado,113,0,5,108,2021-01-26 05:22:02
US,Colorado,340,0,2,338,2021-01-26 05:22:02
US,Colorado,398,0,3,395,2021-01-26 05:22:02
US,Colorado,175,0,2,173,2021-01-26 05:22:02
US,Colorado,1764,0,14,1750,2021-01-26 05:22:02
US,Colorado,159,0,1,158,2021-01-26 05:22:02
US,Colorado,2255,0,48,2207,2021-01-26 05:22:02
US,Colorado,54706,0,727,53979,2021-01-26 05:22:02
US,Colorado,61,0,0,61,2021-01-26 05:22:02
US,Colorado,18426,0,217,18209,2021-01-26 05:22:02
US,Colorado,4220,0,18,4202,2021-01-26 05:22:02
US,Colorado,46914,0,686,46228,2021-01-26 05:22:02
US,Colorado,1122,0,12,1110,2021-01-26 05:22:02
US,Colorado,5077,0,35,5042,2021-01-26 05:22:02
US,Colorado,4653,0,36,4617,2021-01-26 05:22:02
US,Colorado,144,0,2,142,2021-01-26 05:22:02
US,Colorado,904,0,5,899,2021-01-26 05:22:02
US,Colorado,994,0,6,988,2021-01-26 05:22:02
US,Colorado,15,0,0,15,2021-01-26 05:22:02
US,Colorado,288,0,17,271,2021-01-26 05:22:02
US,Colorado,44,0,0,44,2021-01-26 05:22:02
US,Colorado,33877,0,676,33201,2021-01-26 05:22:02
US,Colorado,85,0,3,82,2021-01-26 05:22:02
US,Colorado,496,0,10,486,2021-01-26 05:22:02
US,Colorado,2663,0,31,2632,2021-01-26 05:22:02
US,Colorado,490,0,0,490,2021-01-26 05:22:02
US,Colorado,17578,0,182,17396,2021-01-26 05:22:02
US,Colorado,900,0,11,889,2021-01-26 05:22:02
US,Colorado,886,0,3,883,2021-01-26 05:22:02
US,Colorado,3578,0,58,3520,2021-01-26 05:22:02
US,Colorado,11597,0,161,11436,2021-01-26 05:22:02
US,Colorado,57,0,1,56,2021-01-26 05:22:02
US,Colorado,611,0,23,588,2021-01-26 05:22:02
US,Colorado,1602,0,21,1581,2021-01-26 05:22:02
US,Colorado,2907,0,42,2865,2021-01-26 05:22:02
US,Colorado,2342,0,87,2255,2021-01-26 05:22:02
US,Colorado,1778,0,57,1721,2021-01-26 05:22:02
US,Colorado,192,0,3,189,2021-01-26 05:22:02
US,Colorado,0,0,0,0,2021-01-26 05:22:02
US,Colorado,473,0,5,468,2021-01-26 05:22:02
US,Colorado,319,0,11,308,2021-01-26 05:22:02
US,Colorado,1765,0,4,1761,2021-01-26 05:22:02
US,Colorado,1107,0,21,1086,2021-01-26 05:22:02
US,Colorado,14190,0,359,13831,2021-01-26 05:22:02
US,Colorado,378,0,3,375,2021-01-26 05:22:02
US,Colorado,589,0,10,579,2021-01-26 05:22:02
US,Colorado,1521,0,19,1502,2021-01-26 05:22:02
US,Colorado,290,0,4,286,2021-01-26 05:22:02
US,Colorado,40,0,0,40,2021-01-26 05:22:02
US,Colorado,597,0,0,597,2021-01-26 05:22:02
US,Colorado,183,0,2,181,2021-01-26 05:22:02
US,Colorado,2546,0,5,2541,2021-01-26 05:22:02
US,Colorado,1150,0,13,1137,2021-01-26 05:22:02
US,Colorado,70,0,0,70,2021-01-26 05:22:02
US,Colorado,364,0,11,353,2021-01-26 05:22:02
US,Colorado,23179,0,301,22878,2021-01-26 05:22:02
US,Colorado,648,0,15,633,2021-01-26 05:22:02
US,Connecticut,70347,0,1899,68448,2021-01-26 05:22:02
US,Connecticut,61606,0,2069,59537,2021-01-26 05:22:02
US,Connecticut,9616,0,250,9366,2021-01-26 05:22:02
US,Connecticut,8895,0,312,8583,2021-01-26 05:22:02
US,Connecticut,61489,0,1763,59726,2021-01-26 05:22:02
US,Connecticut,16194,0,353,15841,2021-01-26 05:22:02
US,Connecticut,6659,0,127,6532,2021-01-26 05:22:02
US,Connecticut,892,0,9,883,2021-01-26 05:22:02
US,Connecticut,7934,0,129,7805,2021-01-26 05:22:02
US,Delaware,12241,0,258,12050,2021-01-26 05:22:02
US,Delaware,42872,0,618,42350,2021-01-26 05:22:02
US,Delaware,19903,0,395,19567,2021-01-26 05:22:02
US,Delaware,175,0,0,175,2021-01-26 05:22:02
US,Diamond Princess,49,0,0,49,2021-01-26 05:22:02
US,District of Columbia,35505,0,879,34626,2021-01-26 05:22:02
US,Florida,19799,0,164,19635,2021-01-26 05:22:02
US,Florida,2943,0,44,2899,2021-01-26 05:22:02
US,Florida,15573,0,266,15307,2021-01-26 05:22:02
US,Florida,2594,0,35,2559,2021-01-26 05:22:02
US,Florida,27971,0,615,27356,2021-01-26 05:22:02
US,Florida,167025,0,2045,164980,2021-01-26 05:22:02
US,Florida,1489,0,36,1453,2021-01-26 05:22:02
US,Florida,9410,0,290,9120,2021-01-26 05:22:02
US,Florida,8334,0,330,8004,2021-01-26 05:22:02
US,Florida,14813,0,226,14587,2021-01-26 05:22:02
US,Florida,26924,0,394,26530,2021-01-26 05:22:02
US,Florida,7070,0,139,6931,2021-01-26 05:22:02
US,Florida,3302,0,66,3236,2021-01-26 05:22:02
US,Florida,1366,0,13,1353,2021-01-26 05:22:02
US,Florida,78776,0,881,77895,2021-01-26 05:22:02
US,Florida,29363,0,488,28875,2021-01-26 05:22:02
US,Florida,5020,0,60,4960,2021-01-26 05:22:02
US,Florida,1189,0,10,1179,2021-01-26 05:22:02
US,Florida,4960,0,68,4892,2021-01-26 05:22:02
US,Florida,1182,0,28,1154,2021-01-26 05:22:02
US,Florida,860,0,12,848,2021-01-26 05:22:02
US,Florida,1634,0,32,1602,2021-01-26 05:22:02
US,Florida,1470,0,15,1455,2021-01-26 05:22:02
US,Florida,2503,0,23,2480,2021-01-26 05:22:02
US,Florida,3973,0,55,3918,2021-01-26 05:22:02
US,Florida,9548,0,327,9221,2021-01-26 05:22:02
US,Florida,6187,0,244,5943,2021-01-26 05:22:02
US,Florida,97288,0,1250,96038,2021-01-26 05:22:02
US,Florida,2021,0,34,1987,2021-01-26 05:22:02
US,Florida,9391,0,218,9173,2021-01-26 05:22:02
US,Florida,5527,0,130,5397,2021-01-26 05:22:02
US,Florida,1250,0,19,1231,2021-01-26 05:22:02
US,Florida,1515,0,23,1492,2021-01-26 05:22:02
US,Florida,20797,0,387,20410,2021-01-26 05:22:02
US,Florida,50892,0,774,50118,2021-01-26 05:22:02
US,Florida,25276,0,212,25064,2021-01-26 05:22:02
US,Florida,2454,0,23,2431,2021-01-26 05:22:02
US,Florida,967,0,14,953,2021-01-26 05:22:02
US,Florida,1786,0,37,1749,2021-01-26 05:22:02
US,Florida,27464,0,488,26976,2021-01-26 05:22:02
US,Florida,23496,0,569,22927,2021-01-26 05:22:02
US,Florida,9330,0,236,9094,2021-01-26 05:22:02
US,Florida,360831,0,4747,356084,2021-01-26 05:22:02
US,Florida,5184,0,39,5145,2021-01-26 05:22:02
US,Florida,6682,0,79,6603,2021-01-26 05:22:02
US,Florida,15988,0,277,15711,2021-01-26 05:22:02
US,Florida,3150,0,57,3093,2021-01-26 05:22:02
US,Florida,99143,0,895,98248,2021-01-26 05:22:02
US,Florida,32427,0,343,32084,2021-01-26 05:22:02
US,Florida,102968,0,2123,100845,2021-01-26 05:22:02
US,Florida,28466,0,494,27972,2021-01-26 05:22:02
US,Florida,57197,0,1252,55945,2021-01-26 05:22:02
US,Florida,48371,0,929,47442,2021-01-26 05:22:02
US,Florida,5264,0,97,5167,2021-01-26 05:22:02
US,Florida,14796,0,195,14601,2021-01-26 05:22:02
US,Florida,23878,0,606,23272,2021-01-26 05:22:02
US,Florida,23195,0,358,22837,2021-01-26 05:22:02
US,Florida,17573,0,155,17418,2021-01-26 05:22:02
US,Florida,18768,0,471,18297,2021-01-26 05:22:02
US,Florida,6777,0,169,6608,2021-01-26 05:22:02
US,Florida,4745,0,108,4637,2021-01-26 05:22:02
US,Florida,2400,0,33,2367,2021-01-26 05:22:02
US,Florida,3318,0,0,3318,2021-01-26 05:22:02
US,Florida,1637,0,70,1567,2021-01-26 05:22:02
US,Florida,29371,0,497,28874,2021-01-26 05:22:02
US,Florida,2839,0,38,2801,2021-01-26 05:22:02
US,Florida,6094,0,63,6031,2021-01-26 05:22:02
US,Florida,2375,0,31,2344,2021-01-26 05:22:02
US,Georgia,1948,0,50,1898,2021-01-26 05:22:02
US,Georgia,918,0,12,906,2021-01-26 05:22:02
US,Georgia,1260,0,30,1230,2021-01-26 05:22:02
US,Georgia,205,0,6,199,2021-01-26 05:22:02
US,Georgia,3825,0,88,3737,2021-01-26 05:22:02
US,Georgia,1521,0,26,1495,2021-01-26 05:22:02
US,Georgia,7604,0,88,7516,2021-01-26 05:22:02
US,Georgia,10627,0,158,10469,2021-01-26 05:22:02
US,Georgia,1902,0,59,1843,2021-01-26 05:22:02
US,Georgia,1460,0,35,1425,2021-01-26 05:22:02
US,Georgia,12900,0,309,12591,2021-01-26 05:22:02
US,Georgia,1279,0,40,1239,2021-01-26 05:22:02
US,Georgia,1305,0,25,1280,2021-01-26 05:22:02
US,Georgia,1150,0,37,1113,2021-01-26 05:22:02
US,Georgia,2579,0,25,2554,2021-01-26 05:22:02
US,Georgia,5478,0,69,5409,2021-01-26 05:22:02
US,Georgia,2083,0,33,2050,2021-01-26 05:22:02
US,Georgia,2255,0,58,2197,2021-01-26 05:22:02
US,Georgia,499,0,12,487,2021-01-26 05:22:02
US,Georgia,3159,0,24,3135,2021-01-26 05:22:02
US,Georgia,860,0,38,822,2021-01-26 05:22:02
US,Georgia,9240,0,157,9083,2021-01-26 05:22:02
US,Georgia,4582,0,48,4534,2021-01-26 05:22:02
US,Georgia,1199,0,23,1176,2021-01-26 05:22:02
US,Georgia,17338,0,287,17051,2021-01-26 05:22:02
US,Georgia,2494,0,3,2491,2021-01-26 05:22:02
US,Georgia,2306,0,55,2251,2021-01-26 05:22:02
US,Georgia,22995,0,191,22804,2021-01-26 05:22:02
US,Georgia,12546,0,84,12462,2021-01-26 05:22:02
US,Georgia,213,0,3,210,2021-01-26 05:22:02
US,Georgia,18667,0,282,18385,2021-01-26 05:22:02
US,Georgia,817,0,16,801,2021-01-26 05:22:02
US,Georgia,59751,0,695,59056,2021-01-26 05:22:02
US,Georgia,4781,0,119,4662,2021-01-26 05:22:02
US,Georgia,3848,0,66,3782,2021-01-26 05:22:02
US,Georgia,13580,0,135,13445,2021-01-26 05:22:02
US,Georgia,1537,0,33,1504,2021-01-26 05:22:02
US,Georgia,10779,0,109,10670,2021-01-26 05:22:02
US,Georgia,541,0,10,531,2021-01-26 05:22:02
US,Georgia,1699,0,50,1649,2021-01-26 05:22:02
US,Georgia,1042,0,9,1033,2021-01-26 05:22:02
US,Georgia,2432,0,23,2409,2021-01-26 05:22:02
US,Georgia,49095,0,609,48486,2021-01-26 05:22:02
US,Georgia,2436,0,57,2379,2021-01-26 05:22:02
US,Georgia,1909,0,85,1824,2021-01-26 05:22:02
US,Georgia,864,0,31,833,2021-01-26 05:22:02
US,Georgia,6275,0,244,6031,2021-01-26 05:22:02
US,Georgia,11111,0,137,10974,2021-01-26 05:22:02
US,Georgia,1002,0,43,959,2021-01-26 05:22:02
US,Georgia,426,0,6,420,2021-01-26 05:22:02
US,Georgia,3374,0,45,3329,2021-01-26 05:22:02
US,Georgia,2013,0,41,1972,2021-01-26 05:22:02
US,Georgia,2252,0,65,2187,2021-01-26 05:22:02
US,Georgia,806,0,16,790,2021-01-26 05:22:02
US,Georgia,1861,0,47,1814,2021-01-26 05:22:02
US,Georgia,6411,0,105,6306,2021-01-26 05:22:02
US,Georgia,9570,0,155,9415,2021-01-26 05:22:02
US,Georgia,15757,0,100,15657,2021-01-26 05:22:02
US,Georgia,2265,0,31,2234,2021-01-26 05:22:02
US,Georgia,74265,0,910,73355,2021-01-26 05:22:02
US,Georgia,2374,0,46,2328,2021-01-26 05:22:02
US,Georgia,219,0,9,210,2021-01-26 05:22:02
US,Georgia,6472,0,147,6325,2021-01-26 05:22:02
US,Georgia,6052,0,81,5971,2021-01-26 05:22:02
US,Georgia,1795,0,43,1752,2021-01-26 05:22:02
US,Georgia,1465,0,31,1434,2021-01-26 05:22:02
US,Georgia,79518,0,703,78815,2021-01-26 05:22:02
US,Georgia,4407,0,113,4294,2021-01-26 05:22:02
US,Georgia,23207,0,308,22899,2021-01-26 05:22:02
US,Georgia,808,0,52,756,2021-01-26 05:22:02
US,Georgia,2216,0,52,2164,2021-01-26 05:22:02
US,Georgia,1974,0,36,1938,2021-01-26 05:22:02
US,Georgia,1997,0,41,1956,2021-01-26 05:22:02
US,Georgia,700,0,13,687,2021-01-26 05:22:02
US,Georgia,18143,0,194,17949,2021-01-26 05:22:02
US,Georgia,11460,0,173,11287,2021-01-26 05:22:02
US,Georgia,819,0,23,796,2021-01-26 05:22:02
US,Georgia,7843,0,97,7746,2021-01-26 05:22:02
US,Georgia,1120,0,23,1097,2021-01-26 05:22:02
US,Georgia,1528,0,38,1490,2021-01-26 05:22:02
US,Georgia,1667,0,48,1619,2021-01-26 05:22:02
US,Georgia,735,0,34,701,2021-01-26 05:22:02
US,Georgia,968,0,35,933,2021-01-26 05:22:02
US,Georgia,1586,0,25,1561,2021-01-26 05:22:02
US,Georgia,1644,0,39,1605,2021-01-26 05:22:02
US,Georgia,651,0,10,641,2021-01-26 05:22:02
US,Georgia,4828,0,134,4694,2021-01-26 05:22:02
US,Georgia,2241,0,39,2202,2021-01-26 05:22:02
US,Georgia,2545,0,39,2506,2021-01-26 05:22:02
US,Georgia,633,0,16,617,2021-01-26 05:22:02
US,Georgia,656,0,9,647,2021-01-26 05:22:02
US,Georgia,10377,0,157,10220,2021-01-26 05:22:02
US,Georgia,2531,0,37,2494,2021-01-26 05:22:02
US,Georgia,654,0,18,636,2021-01-26 05:22:02
US,Georgia,2605,0,33,2572,2021-01-26 05:22:02
US,Georgia,427,0,10,417,2021-01-26 05:22:02
US,Georgia,1952,0,33,1919,2021-01-26 05:22:02
US,Georgia,623,0,12,611,2021-01-26 05:22:02
US,Georgia,1548,0,29,1519,2021-01-26 05:22:02
US,Georgia,689,0,6,683,2021-01-26 05:22:02
US,Georgia,1733,0,67,1666,2021-01-26 05:22:02
US,Georgia,2054,0,79,1975,2021-01-26 05:22:02
US,Georgia,785,0,16,769,2021-01-26 05:22:02
US,Georgia,1518,0,11,1507,2021-01-26 05:22:02
US,Georgia,3908,0,49,3859,2021-01-26 05:22:02
US,Georgia,12567,0,243,12324,2021-01-26 05:22:02
US,Georgia,7881,0,156,7725,2021-01-26 05:22:02
US,Georgia,3156,0,48,3108,2021-01-26 05:22:02
US,Georgia,1232,0,16,1216,2021-01-26 05:22:02
US,Georgia,27987,0,413,27574,2021-01-26 05:22:02
US,Georgia,11969,0,140,11829,2021-01-26 05:22:02
US,Georgia,2063,0,37,2026,2021-01-26 05:22:02
US,Georgia,2591,0,38,2553,2021-01-26 05:22:02
US,Georgia,2120,0,41,2079,2021-01-26 05:22:02
US,Georgia,1744,0,26,1718,2021-01-26 05:22:02
US,Georgia,4594,0,62,4532,2021-01-26 05:22:02
US,Georgia,768,0,33,735,2021-01-26 05:22:02
US,Georgia,1713,0,39,1674,2021-01-26 05:22:02
US,Georgia,137,0,1,136,2021-01-26 05:22:02
US,Georgia,1437,0,35,1402,2021-01-26 05:22:02
US,Georgia,525,0,31,494,2021-01-26 05:22:02
US,Georgia,19686,0,321,19365,2021-01-26 05:22:02
US,Georgia,5453,0,104,5349,2021-01-26 05:22:02
US,Georgia,271,0,2,269,2021-01-26 05:22:02
US,Georgia,763,0,17,746,2021-01-26 05:22:02
US,Georgia,839,0,15,824,2021-01-26 05:22:02
US,Georgia,4789,0,123,4666,2021-01-26 05:22:02
US,Georgia,2668,0,65,2603,2021-01-26 05:22:02
US,Georgia,743,0,17,726,2021-01-26 05:22:02
US,Georgia,2142,0,83,2059,2021-01-26 05:22:02
US,Georgia,394,0,11,383,2021-01-26 05:22:02
US,Georgia,101,0,0,101,2021-01-26 05:22:02
US,Georgia,1894,0,42,1852,2021-01-26 05:22:02
US,Georgia,668,0,18,650,2021-01-26 05:22:02
US,Georgia,1060,0,44,1016,2021-01-26 05:22:02
US,Georgia,675,0,37,638,2021-01-26 05:22:02
US,Georgia,3784,0,95,3689,2021-01-26 05:22:02
US,Georgia,4347,0,96,4251,2021-01-26 05:22:02
US,Georgia,2929,0,79,2850,2021-01-26 05:22:02
US,Georgia,964,0,40,924,2021-01-26 05:22:02
US,Georgia,715,0,18,697,2021-01-26 05:22:02
US,Georgia,6295,0,155,6140,2021-01-26 05:22:02
US,Georgia,879,0,28,851,2021-01-26 05:22:02
US,Georgia,559,0,26,533,2021-01-26 05:22:02
US,Georgia,4102,0,14,4088,2021-01-26 05:22:02
US,Georgia,1816,0,48,1768,2021-01-26 05:22:02
US,Georgia,2920,0,95,2825,2021-01-26 05:22:02
US,Georgia,5345,0,67,5278,2021-01-26 05:22:02
US,Georgia,7920,0,129,7791,2021-01-26 05:22:02
US,Georgia,4164,0,109,4055,2021-01-26 05:22:02
US,Georgia,433,0,9,424,2021-01-26 05:22:02
US,Georgia,1759,0,48,1711,2021-01-26 05:22:02
US,Georgia,2817,0,60,2757,2021-01-26 05:22:02
US,Georgia,116,0,3,113,2021-01-26 05:22:02
US,Georgia,557,0,21,536,2021-01-26 05:22:02
US,Georgia,2708,0,58,2650,2021-01-26 05:22:02
US,Georgia,14585,0,166,14419,2021-01-26 05:22:02
US,Georgia,697,0,40,657,2021-01-26 05:22:02
US,Georgia,889,0,16,873,2021-01-26 05:22:02
US,Georgia,797,0,21,776,2021-01-26 05:22:02
US,Georgia,1530,0,49,1481,2021-01-26 05:22:02
US,Grand Princess,103,0,3,100,2021-01-26 05:22:02
US,Guam,7554,0,129,7425,2021-01-26 05:22:02
US,Hawaii,2155,0,46,2109,2021-01-26 05:22:02
US,Hawaii,20695,0,271,20424,2021-01-26 05:22:02
US,Hawaii,179,0,1,178,2021-01-26 05:22:02
US,Hawaii,2180,0,21,2159,2021-01-26 05:22:02
US,Hawaii,810,0,3,284,2021-01-26 05:22:02
US,Hawaii,0,0,0,0,2021-01-26 05:22:02
US,Idaho,43751,0,395,43356,2021-01-26 05:22:02
US,Idaho,310,0,3,307,2021-01-26 05:22:02
US,Idaho,7238,0,83,7155,2021-01-26 05:22:02
US,Idaho,324,0,2,322,2021-01-26 05:22:02
US,Idaho,527,0,6,521,2021-01-26 05:22:02
US,Idaho,4004,0,58,3946,2021-01-26 05:22:02
US,Idaho,1866,0,14,1852,2021-01-26 05:22:02
US,Idaho,286,0,2,284,2021-01-26 05:22:02
US,Idaho,2577,0,24,2553,2021-01-26 05:22:02
US,Idaho,11319,0,133,11186,2021-01-26 05:22:02
US,Idaho,711,0,10,701,2021-01-26 05:22:02
US,Idaho,184,0,1,183,2021-01-26 05:22:02
US,Idaho,64,0,0,64,2021-01-26 05:22:02
US,Idaho,23388,0,252,23136,2021-01-26 05:22:02
US,Idaho,604,0,11,593,2021-01-26 05:22:02
US,Idaho,2734,0,22,2712,2021-01-26 05:22:02
US,Idaho,53,0,0,53,2021-01-26 05:22:02
US,Idaho,954,0,11,943,2021-01-26 05:22:02
US,Idaho,226,0,3,223,2021-01-26 05:22:02
US,Idaho,1486,0,10,1476,2021-01-26 05:22:02
US,Idaho,1003,0,12,991,2021-01-26 05:22:02
US,Idaho,938,0,14,924,2021-01-26 05:22:02
US,Idaho,1610,0,27,1583,2021-01-26 05:22:02
US,Idaho,1226,0,22,1204,2021-01-26 05:22:02
US,Idaho,1137,0,16,1121,2021-01-26 05:22:02
US,Idaho,2236,0,19,2217,2021-01-26 05:22:02
US,Idaho,2406,0,18,2388,2021-01-26 05:22:02
US,Idaho,15361,0,154,15207,2021-01-26 05:22:02
US,Idaho,2449,0,6,2443,2021-01-26 05:22:02
US,Idaho,474,0,9,465,2021-01-26 05:22:02
US,Idaho,363,0,6,357,2021-01-26 05:22:02
US,Idaho,468,0,10,458,2021-01-26 05:22:02
US,Idaho,5765,0,21,5744,2021-01-26 05:22:02
US,Idaho,2206,0,26,2180,2021-01-26 05:22:02
US,Idaho,3260,0,45,3215,2021-01-26 05:22:02
US,Idaho,297,0,3,294,2021-01-26 05:22:02
US,Idaho,965,0,23,942,2021-01-26 05:22:02
US,Idaho,2295,0,27,2268,2021-01-26 05:22:02
US,Idaho,585,0,6,579,2021-01-26 05:22:02
US,Idaho,956,0,30,926,2021-01-26 05:22:02
US,Idaho,946,0,4,942,2021-01-26 05:22:02
US,Idaho,8663,0,119,8544,2021-01-26 05:22:02
US,Idaho,0,0,0,0,2021-01-26 05:22:02
US,Idaho,682,0,4,678,2021-01-26 05:22:02
US,Idaho,1136,0,20,1116,2021-01-26 05:22:02
US,Illinois,7564,0,101,7435,2021-01-26 05:22:02
US,Illinois,406,0,7,399,2021-01-26 05:22:02
US,Illinois,1785,0,19,1761,2021-01-26 05:22:02
US,Illinois,5665,0,68,5585,2021-01-26 05:22:02
US,Illinois,626,0,5,615,2021-01-26 05:22:02
US,Illinois,3059,0,72,2974,2021-01-26 05:22:02
US,Illinois,450,0,1,446,2021-01-26 05:22:02
US,Illinois,1476,0,32,1443,2021-01-26 05:22:02
US,Illinois,1795,0,21,1764,2021-01-26 05:22:02
US,Illinois,15937,0,99,15831,2021-01-26 05:22:02
US,Illinois,3062,0,61,2983,2021-01-26 05:22:02
US,Illinois,1532,0,27,1498,2021-01-26 05:22:02
US,Illinois,1340,0,35,1300,2021-01-26 05:22:02
US,Illinois,5188,0,79,5102,2021-01-26 05:22:02
US,Illinois,4804,0,84,4718,2021-01-26 05:22:02
US,Illinois,446035,0,8724,436767,2021-01-26 05:22:02
US,Illinois,1836,0,20,1801,2021-01-26 05:22:02
US,Illinois,1118,0,15,1091,2021-01-26 05:22:02
US,Illinois,1192,0,21,1164,2021-01-26 05:22:02
US,Illinois,7699,0,92,7604,2021-01-26 05:22:02
US,Illinois,2057,0,28,2023,2021-01-26 05:22:02
US,Illinois,71070,0,1089,69897,2021-01-26 05:22:02
US,Illinois,1494,0,32,1442,2021-01-26 05:22:02
US,Illinois,478,0,8,469,2021-01-26 05:22:02
US,Illinois,4365,0,61,4294,2021-01-26 05:22:02
US,Illinois,2968,0,50,2915,2021-01-26 05:22:02
US,Illinois,1408,0,43,1357,2021-01-26 05:22:02
US,Illinois,3946,0,60,3875,2021-01-26 05:22:02
US,Illinois,2626,0,42,2576,2021-01-26 05:22:02
US,Illinois,397,0,3,393,2021-01-26 05:22:02
US,Illinois,1284,0,30,1241,2021-01-26 05:22:02
US,Illinois,4541,0,50,4487,2021-01-26 05:22:02
US,Illinois,732,0,14,715,2021-01-26 05:22:02
US,Illinois,1556,0,25,1521,2021-01-26 05:22:02
US,Illinois,312,0,8,304,2021-01-26 05:22:02
US,Illinois,468,0,7,452,2021-01-26 05:22:02
US,Illinois,4120,0,51,4042,2021-01-26 05:22:02
US,Illinois,2630,0,56,2572,2021-01-26 05:22:02
US,Illinois,4316,0,59,4246,2021-01-26 05:22:02
US,Illinois,1061,0,14,1046,2021-01-26 05:22:02
US,Illinois,3570,0,104,3465,2021-01-26 05:22:02
US,Illinois,2309,0,43,2248,2021-01-26 05:22:02
US,Illinois,1527,0,22,1502,2021-01-26 05:22:02
US,Illinois,1257,0,9,1242,2021-01-26 05:22:02
US,Illinois,47289,0,661,46579,2021-01-26 05:22:02
US,Illinois,11733,0,179,11546,2021-01-26 05:22:02
US,Illinois,10039,0,72,9958,2021-01-26 05:22:02
US,Illinois,4712,0,117,4565,2021-01-26 05:22:02
US,Illinois,9807,0,197,9557,2021-01-26 05:22:02
US,Illinois,54851,0,853,53927,2021-01-26 05:22:02
US,Illinois,2207,0,21,2177,2021-01-26 05:22:02
US,Illinois,3145,0,37,3069,2021-01-26 05:22:02
US,Illinois,3811,0,60,3741,2021-01-26 05:22:02
US,Illinois,3179,0,47,3120,2021-01-26 05:22:02
US,Illinois,9005,0,172,8823,2021-01-26 05:22:02
US,Illinois,4029,0,71,3932,2021-01-26 05:22:02
US,Illinois,25429,0,414,24949,2021-01-26 05:22:02
US,Illinois,4093,0,107,3980,2021-01-26 05:22:02
US,Illinois,709,0,13,694,2021-01-26 05:22:02
US,Illinois,1198,0,40,1157,2021-01-26 05:22:02
US,Illinois,1071,0,30,1038,2021-01-26 05:22:02
US,Illinois,2200,0,39,2149,2021-01-26 05:22:02
US,Illinois,22290,0,235,22030,2021-01-26 05:22:02
US,Illinois,13590,0,138,13417,2021-01-26 05:22:02
US,Illinois,923,0,6,913,2021-01-26 05:22:02
US,Illinois,1191,0,30,1161,2021-01-26 05:22:02
US,Illinois,3695,0,71,3624,2021-01-26 05:22:02
US,Illinois,3166,0,50,3112,2021-01-26 05:22:02
US,Illinois,3323,0,74,3230,2021-01-26 05:22:02
US,Illinois,1418,0,20,1390,2021-01-26 05:22:02
US,Illinois,4719,0,65,4646,2021-01-26 05:22:02
US,Illinois,34,0,0,34,2021-01-26 05:22:02
US,Illinois,15535,0,237,15283,2021-01-26 05:22:02
US,Illinois,2796,0,53,2734,2021-01-26 05:22:02
US,Illinois,1197,0,12,1179,2021-01-26 05:22:02
US,Illinois,1606,0,45,1558,2021-01-26 05:22:02
US,Illinois,258,0,3,255,2021-01-26 05:22:02
US,Illinois,625,0,3,622,2021-01-26 05:22:02
US,Illinois,359,0,1,357,2021-01-26 05:22:02
US,Illinois,3802,0,69,3728,2021-01-26 05:22:02
US,Illinois,1575,0,37,1529,2021-01-26 05:22:02
US,Illinois,12229,0,266,11921,2021-01-26 05:22:02
US,Illinois,2092,0,39,2038,2021-01-26 05:22:02
US,Illinois,14956,0,206,14711,2021-01-26 05:22:02
US,Illinois,650,0,5,633,2021-01-26 05:22:02
US,Illinois,408,0,1,407,2021-01-26 05:22:02
US,Illinois,2024,0,32,1989,2021-01-26 05:22:02
US,Illinois,23107,0,410,22656,2021-01-26 05:22:02
US,Illinois,501,0,20,481,2021-01-26 05:22:02
US,Illinois,3646,0,58,3569,2021-01-26 05:22:02
US,Illinois,12346,0,219,12093,2021-01-26 05:22:02
US,Illinois,111,0,1946,111,2021-01-26 05:22:02
US,Illinois,2040,0,30,2008,2021-01-26 05:22:02
US,Illinois,7806,0,100,7689,2021-01-26 05:22:02
US,Illinois,1219,0,12,1204,2021-01-26 05:22:02
US,Illinois,1604,0,41,1560,2021-01-26 05:22:02
US,Illinois,1498,0,20,1472,2021-01-26 05:22:02
US,Illinois,1548,0,42,1505,2021-01-26 05:22:02
US,Illinois,1413,0,23,1380,2021-01-26 05:22:02
US,Illinois,5441,0,135,5266,2021-01-26 05:22:02
US,Illinois,59914,0,818,59023,2021-01-26 05:22:02
US,Illinois,6373,0,108,6254,2021-01-26 05:22:02
US,Illinois,26813,0,386,26397,2021-01-26 05:22:02
US,Illinois,3354,0,57,3284,2021-01-26 05:22:02
US,Indiana,3028,0,43,2992,2021-01-26 05:22:02
US,Indiana,32980,0,587,32428,2021-01-26 05:22:02
US,Indiana,6640,0,128,6540,2021-01-26 05:22:02
