country,provinceState,Confirmed,Recovered,Deaths,Active,date
US,Michigan,1982,0,11,1971,2021-01-26 05:22:02
US,Michigan,607,0,23,584,2021-01-26 05:22:02
US,Michigan,1073,0,30,1043,2021-01-26 05:22:02
US,Michigan,13936,0,466,13470,2021-01-26 05:22:02
US,Michigan,1818,0,72,1746,2021-01-26 05:22:02
US,Michigan,249,0,5,244,2021-01-26 05:22:02
US,Michigan,3496,0,68,3428,2021-01-26 05:22:02
US,Michigan,8106,0,224,7882,2021-01-26 05:22:02
US,Michigan,4291,0,73,4218,2021-01-26 05:22:02
US,Michigan,3009,0,125,2884,2021-01-26 05:22:02
US,Michigan,20,0,0,20,2021-01-26 05:22:02
US,Michigan,4640,0,92,4548,2021-01-26 05:22:02
US,Michigan,16051,0,224,15827,2021-01-26 05:22:02
US,Michigan,95180,0,3934,91246,2021-01-26 05:22:02
US,Michigan,1250,0,19,1231,2021-01-26 05:22:02
US,Minnesota,1115,0,33,1082,2021-01-26 05:22:02
US,Minnesota,31398,0,368,31030,2021-01-26 05:22:02
US,Minnesota,2894,0,39,2855,2021-01-26 05:22:02
US,Minnesota,3161,0,48,3113,2021-01-26 05:22:02
US,Minnesota,4237,0,88,4149,2021-01-26 05:22:02
US,Minnesota,470,0,3,467,2021-01-26 05:22:02
US,Minnesota,5495,0,33,5462,2021-01-26 05:22:02
US,Minnesota,2186,0,34,2152,2021-01-26 05:22:02
US,Minnesota,2844,0,43,2801,2021-01-26 05:22:02
US,Minnesota,7056,0,39,7017,2021-01-26 05:22:02
US,Minnesota,2108,0,24,2084,2021-01-26 05:22:02
US,Minnesota,1332,0,32,1300,2021-01-26 05:22:02
US,Minnesota,4604,0,38,4566,2021-01-26 05:22:02
US,Minnesota,6606,0,84,6522,2021-01-26 05:22:02
US,Minnesota,688,0,14,674,2021-01-26 05:22:02
US,Minnesota,116,0,0,116,2021-01-26 05:22:02
US,Minnesota,1291,0,18,1273,2021-01-26 05:22:02
US,Minnesota,4906,0,78,4828,2021-01-26 05:22:02
US,Minnesota,33623,0,354,33269,2021-01-26 05:22:02
US,Minnesota,1397,0,4,1393,2021-01-26 05:22:02
US,Minnesota,3797,0,66,3731,2021-01-26 05:22:02
US,Minnesota,1101,0,16,1085,2021-01-26 05:22:02
US,Minnesota,1277,0,8,1269,2021-01-26 05:22:02
US,Minnesota,2547,0,23,2524,2021-01-26 05:22:02
US,Minnesota,3581,0,63,3518,2021-01-26 05:22:02
US,Minnesota,438,0,8,430,2021-01-26 05:22:02
US,Minnesota,94544,0,1502,93042,2021-01-26 05:22:02
US,Minnesota,1403,0,14,1389,2021-01-26 05:22:02
US,Minnesota,1511,0,38,1473,2021-01-26 05:22:02
US,Minnesota,2861,0,43,2818,2021-01-26 05:22:02
US,Minnesota,2878,0,43,2835,2021-01-26 05:22:02
US,Minnesota,873,0,10,863,2021-01-26 05:22:02
US,Minnesota,998,0,18,980,2021-01-26 05:22:02
US,Minnesota,5587,0,72,5515,2021-01-26 05:22:02
US,Minnesota,374,0,20,354,2021-01-26 05:22:02
US,Minnesota,608,0,10,598,2021-01-26 05:22:02
US,Minnesota,661,0,16,645,2021-01-26 05:22:02
US,Minnesota,664,0,15,649,2021-01-26 05:22:02
US,Minnesota,198,0,1,197,2021-01-26 05:22:02
US,Minnesota,2144,0,16,2128,2021-01-26 05:22:02
US,Minnesota,491,0,2,489,2021-01-26 05:22:02
US,Minnesota,3061,0,39,3022,2021-01-26 05:22:02
US,Minnesota,416,0,7,409,2021-01-26 05:22:02
US,Minnesota,704,0,15,689,2021-01-26 05:22:02
US,Minnesota,1720,0,26,1694,2021-01-26 05:22:02
US,Minnesota,3286,0,47,3239,2021-01-26 05:22:02
US,Minnesota,2015,0,33,1982,2021-01-26 05:22:02
US,Minnesota,2157,0,45,2112,2021-01-26 05:22:02
US,Minnesota,3146,0,45,3101,2021-01-26 05:22:02
US,Minnesota,3744,0,29,3715,2021-01-26 05:22:02
US,Minnesota,913,0,7,906,2021-01-26 05:22:02
US,Minnesota,2305,0,38,2267,2021-01-26 05:22:02
US,Minnesota,3748,0,47,3701,2021-01-26 05:22:02
US,Minnesota,426,0,8,418,2021-01-26 05:22:02
US,Minnesota,10830,0,75,10755,2021-01-26 05:22:02
US,Minnesota,4649,0,68,4581,2021-01-26 05:22:02
US,Minnesota,1010,0,16,994,2021-01-26 05:22:02
US,Minnesota,2705,0,15,2690,2021-01-26 05:22:02
US,Minnesota,972,0,23,949,2021-01-26 05:22:02
US,Minnesota,3307,0,60,3247,2021-01-26 05:22:02
US,Minnesota,748,0,5,743,2021-01-26 05:22:02
US,Minnesota,40698,0,749,39949,2021-01-26 05:22:02
US,Minnesota,320,0,4,316,2021-01-26 05:22:02
US,Minnesota,1413,0,27,1386,2021-01-26 05:22:02
US,Minnesota,1385,0,40,1345,2021-01-26 05:22:02
US,Minnesota,6247,0,74,6173,2021-01-26 05:22:02
US,Minnesota,1120,0,12,1108,2021-01-26 05:22:02
US,Minnesota,1665,0,17,1648,2021-01-26 05:22:02
US,Minnesota,12211,0,99,12112,2021-01-26 05:22:02
US,Minnesota,8312,0,70,8242,2021-01-26 05:22:02
US,Minnesota,1101,0,7,1094,2021-01-26 05:22:02
US,Minnesota,14006,0,251,13755,2021-01-26 05:22:02
US,Minnesota,18111,0,190,17921,2021-01-26 05:22:02
US,Minnesota,2795,0,10,2785,2021-01-26 05:22:02
US,Minnesota,707,0,8,699,2021-01-26 05:22:02
US,Minnesota,847,0,18,829,2021-01-26 05:22:02
US,Minnesota,2337,0,30,2307,2021-01-26 05:22:02
US,Minnesota,262,0,3,259,2021-01-26 05:22:02
US,Minnesota,439,0,68,371,2021-01-26 05:22:02
US,Minnesota,1748,0,3,1745,2021-01-26 05:22:02
US,Minnesota,1208,0,18,1190,2021-01-26 05:22:02
US,Minnesota,1933,0,16,1917,2021-01-26 05:22:02
US,Minnesota,20579,0,237,20342,2021-01-26 05:22:02
US,Minnesota,1069,0,8,1061,2021-01-26 05:22:02
US,Minnesota,635,0,10,625,2021-01-26 05:22:02
US,Minnesota,3949,0,48,3901,2021-01-26 05:22:02
US,Minnesota,11811,0,107,11704,2021-01-26 05:22:02
US,Minnesota,950,0,16,934,2021-01-26 05:22:02
US,Mississippi,2153,0,71,2082,2021-01-26 05:22:02
US,Mississippi,2735,0,54,2681,2021-01-26 05:22:02
US,Mississippi,1024,0,26,998,2021-01-26 05:22:02
US,Mississippi,1974,0,64,1910,2021-01-26 05:22:02
US,Mississippi,865,0,23,842,2021-01-26 05:22:02
US,Mississippi,4149,0,109,4040,2021-01-26 05:22:02
US,Mississippi,1418,0,22,1396,2021-01-26 05:22:02
US,Mississippi,1069,0,22,1047,2021-01-26 05:22:02
US,Mississippi,1896,0,44,1852,2021-01-26 05:22:02
US,Mississippi,638,0,13,625,2021-01-26 05:22:02
US,Mississippi,897,0,25,872,2021-01-26 05:22:02
US,Mississippi,1486,0,62,1424,2021-01-26 05:22:02
US,Mississippi,1675,0,37,1638,2021-01-26 05:22:02
US,Mississippi,2515,0,55,2460,2021-01-26 05:22:02
US,Mississippi,2507,0,49,2458,2021-01-26 05:22:02
US,Mississippi,2224,0,73,2151,2021-01-26 05:22:02
US,Mississippi,17807,0,191,17616,2021-01-26 05:22:02
US,Mississippi,6236,0,124,6112,2021-01-26 05:22:02
US,Mississippi,707,0,17,690,2021-01-26 05:22:02
US,Mississippi,2048,0,39,2009,2021-01-26 05:22:02
US,Mississippi,1145,0,29,1116,2021-01-26 05:22:02
US,Mississippi,2242,0,72,2170,2021-01-26 05:22:02
US,Mississippi,2963,0,62,2901,2021-01-26 05:22:02
US,Mississippi,14298,0,204,14094,2021-01-26 05:22:02
US,Mississippi,16967,0,332,16635,2021-01-26 05:22:02
US,Mississippi,1722,0,68,1654,2021-01-26 05:22:02
US,Mississippi,848,0,24,824,2021-01-26 05:22:02
US,Mississippi,160,0,6,154,2021-01-26 05:22:02
US,Mississippi,2700,0,63,2637,2021-01-26 05:22:02
US,Mississippi,10976,0,190,10786,2021-01-26 05:22:02
US,Mississippi,1825,0,38,1787,2021-01-26 05:22:02
US,Mississippi,571,0,21,550,2021-01-26 05:22:02
US,Mississippi,889,0,30,859,2021-01-26 05:22:02
US,Mississippi,6782,0,118,6664,2021-01-26 05:22:02
US,Mississippi,810,0,20,790,2021-01-26 05:22:02
US,Mississippi,5229,0,101,5128,2021-01-26 05:22:02
US,Mississippi,5074,0,65,5009,2021-01-26 05:22:02
US,Mississippi,6128,0,192,5936,2021-01-26 05:22:02
US,Mississippi,1076,0,17,1059,2021-01-26 05:22:02
US,Mississippi,2384,0,67,2317,2021-01-26 05:22:02
US,Mississippi,9088,0,145,8943,2021-01-26 05:22:02
US,Mississippi,3122,0,109,3013,2021-01-26 05:22:02
US,Mississippi,3076,0,88,2988,2021-01-26 05:22:02
US,Mississippi,5564,0,120,5444,2021-01-26 05:22:02
US,Mississippi,8619,0,169,8450,2021-01-26 05:22:02
US,Mississippi,2259,0,73,2186,2021-01-26 05:22:02
US,Mississippi,3585,0,70,3515,2021-01-26 05:22:02
US,Mississippi,3693,0,110,3583,2021-01-26 05:22:02
US,Mississippi,1127,0,36,1091,2021-01-26 05:22:02
US,Mississippi,3499,0,154,3345,2021-01-26 05:22:02
US,Mississippi,2000,0,46,1954,2021-01-26 05:22:02
US,Mississippi,1141,0,26,1115,2021-01-26 05:22:02
US,Mississippi,4094,0,82,4012,2021-01-26 05:22:02
US,Mississippi,3882,0,81,3801,2021-01-26 05:22:02
US,Mississippi,3508,0,106,3402,2021-01-26 05:22:02
US,Mississippi,1053,0,31,1022,2021-01-26 05:22:02
US,Mississippi,2710,0,81,2629,2021-01-26 05:22:02
US,Mississippi,3785,0,60,3725,2021-01-26 05:22:02
US,Mississippi,2545,0,54,2491,2021-01-26 05:22:02
US,Mississippi,714,0,9,705,2021-01-26 05:22:02
US,Mississippi,11280,0,221,11059,2021-01-26 05:22:02
US,Mississippi,2608,0,49,2559,2021-01-26 05:22:02
US,Mississippi,457,0,17,440,2021-01-26 05:22:02
US,Mississippi,2438,0,72,2366,2021-01-26 05:22:02
US,Mississippi,1307,0,26,1281,2021-01-26 05:22:02
US,Mississippi,1529,0,25,1504,2021-01-26 05:22:02
US,Mississippi,2930,0,75,2855,2021-01-26 05:22:02
US,Mississippi,1575,0,35,1540,2021-01-26 05:22:02
US,Mississippi,2811,0,62,2749,2021-01-26 05:22:02
US,Mississippi,2501,0,50,2451,2021-01-26 05:22:02
US,Mississippi,1956,0,61,1895,2021-01-26 05:22:02
US,Mississippi,893,0,21,872,2021-01-26 05:22:02
US,Mississippi,0,0,0,0,2021-01-26 05:22:02
US,Mississippi,3577,0,64,3513,2021-01-26 05:22:02
US,Mississippi,1150,0,37,1113,2021-01-26 05:22:02
US,Mississippi,3698,0,103,3595,2021-01-26 05:22:02
US,Mississippi,4951,0,125,4826,2021-01-26 05:22:02
US,Mississippi,2150,0,34,2116,2021-01-26 05:22:02
US,Mississippi,974,0,24,950,2021-01-26 05:22:02
US,Mississippi,599,0,25,574,2021-01-26 05:22:02
US,Mississippi,2077,0,71,2006,2021-01-26 05:22:02
US,Mississippi,1238,0,35,1203,2021-01-26 05:22:02
US,Mississippi,2571,0,56,2515,2021-01-26 05:22:02
US,Missouri,1943,0,7,1936,2021-01-26 05:22:02
US,Missouri,1235,0,16,1219,2021-01-26 05:22:02
US,Missouri,287,0,6,281,2021-01-26 05:22:02
US,Missouri,2003,0,47,1956,2021-01-26 05:22:02
US,Missouri,2081,0,40,2041,2021-01-26 05:22:02
US,Missouri,902,0,9,893,2021-01-26 05:22:02
US,Missouri,1004,0,15,989,2021-01-26 05:22:02
US,Missouri,1369,0,19,1350,2021-01-26 05:22:02
US,Missouri,1019,0,12,1007,2021-01-26 05:22:02
US,Missouri,15037,0,58,14979,2021-01-26 05:22:02
US,Missouri,6685,0,117,6568,2021-01-26 05:22:02
US,Missouri,3172,0,22,3150,2021-01-26 05:22:02
US,Missouri,609,0,8,601,2021-01-26 05:22:02
US,Missouri,4209,0,33,4176,2021-01-26 05:22:02
US,Missouri,3569,0,69,3500,2021-01-26 05:22:02
US,Missouri,7127,0,108,7019,2021-01-26 05:22:02
US,Missouri,773,0,18,755,2021-01-26 05:22:02
US,Missouri,408,0,8,400,2021-01-26 05:22:02
US,Missouri,6707,0,68,6639,2021-01-26 05:22:02
US,Missouri,630,0,9,621,2021-01-26 05:22:02
US,Missouri,399,0,3,396,2021-01-26 05:22:02
US,Missouri,6462,0,61,6401,2021-01-26 05:22:02
US,Missouri,432,0,6,426,2021-01-26 05:22:02
US,Missouri,7322,0,120,7202,2021-01-26 05:22:02
US,Missouri,1450,0,60,1390,2021-01-26 05:22:02
US,Missouri,8259,0,104,8155,2021-01-26 05:22:02
US,Missouri,1622,0,21,1601,2021-01-26 05:22:02
US,Missouri,1955,0,23,1932,2021-01-26 05:22:02
US,Missouri,406,0,12,394,2021-01-26 05:22:02
US,Missouri,772,0,20,752,2021-01-26 05:22:02
US,Missouri,549,0,10,539,2021-01-26 05:22:02
US,Missouri,883,0,23,860,2021-01-26 05:22:02
US,Missouri,786,0,10,776,2021-01-26 05:22:02
US,Missouri,736,0,21,715,2021-01-26 05:22:02
US,Missouri,2312,0,16,2296,2021-01-26 05:22:02
US,Missouri,7871,0,128,7743,2021-01-26 05:22:02
US,Missouri,821,0,32,789,2021-01-26 05:22:02
US,Missouri,705,0,18,687,2021-01-26 05:22:02
US,Missouri,21921,0,358,21563,2021-01-26 05:22:02
US,Missouri,792,0,30,762,2021-01-26 05:22:02
US,Missouri,763,0,10,753,2021-01-26 05:22:02
US,Missouri,1620,0,27,1593,2021-01-26 05:22:02
US,Missouri,456,0,10,446,2021-01-26 05:22:02
US,Missouri,355,0,10,345,2021-01-26 05:22:02
US,Missouri,688,0,4,684,2021-01-26 05:22:02
US,Missouri,2695,0,41,2654,2021-01-26 05:22:02
US,Missouri,455,0,1,454,2021-01-26 05:22:02
US,Missouri,27634,0,299,27335,2021-01-26 05:22:02
US,Missouri,11354,0,192,11162,2021-01-26 05:22:02
US,Missouri,17849,0,165,17684,2021-01-26 05:22:02
US,Missouri,3613,0,34,3579,2021-01-26 05:22:02
US,Missouri,34808,0,426,34382,2021-01-26 05:22:02
US,Missouri,169,0,2,167,2021-01-26 05:22:02
US,Missouri,2788,0,55,2733,2021-01-26 05:22:02
US,Missouri,2361,0,45,2316,2021-01-26 05:22:02
US,Missouri,2609,0,61,2548,2021-01-26 05:22:02
US,Missouri,617,0,3,614,2021-01-26 05:22:02
US,Missouri,3990,0,24,3966,2021-01-26 05:22:02
US,Missouri,517,0,10,507,2021-01-26 05:22:02
US,Missouri,1237,0,25,1212,2021-01-26 05:22:02
US,Missouri,1139,0,10,1129,2021-01-26 05:22:02
US,Missouri,1316,0,13,1303,2021-01-26 05:22:02
US,Missouri,514,0,7,507,2021-01-26 05:22:02
US,Missouri,2569,0,34,2535,2021-01-26 05:22:02
US,Missouri,1853,0,24,1829,2021-01-26 05:22:02
US,Missouri,158,0,2,156,2021-01-26 05:22:02
US,Missouri,2260,0,45,2215,2021-01-26 05:22:02
US,Missouri,1202,0,21,1181,2021-01-26 05:22:02
US,Missouri,1641,0,27,1614,2021-01-26 05:22:02
US,Missouri,570,0,7,563,2021-01-26 05:22:02
US,Missouri,548,0,10,538,2021-01-26 05:22:02
US,Missouri,1580,0,34,1546,2021-01-26 05:22:02
US,Missouri,1726,0,40,1686,2021-01-26 05:22:02
US,Missouri,3864,0,60,3804,2021-01-26 05:22:02
US,Missouri,2501,0,22,2479,2021-01-26 05:22:02
US,Missouri,651,0,3,648,2021-01-26 05:22:02
US,Missouri,1338,0,9,1329,2021-01-26 05:22:02
US,Missouri,512,0,7,505,2021-01-26 05:22:02
US,Missouri,1371,0,23,1348,2021-01-26 05:22:02
US,Missouri,1979,0,22,1957,2021-01-26 05:22:02
US,Missouri,4551,0,68,4483,2021-01-26 05:22:02
US,Missouri,2855,0,107,2748,2021-01-26 05:22:02
US,Missouri,1425,0,17,1408,2021-01-26 05:22:02
US,Missouri,2847,0,34,2813,2021-01-26 05:22:02
US,Missouri,2036,0,25,2011,2021-01-26 05:22:02
US,Missouri,2889,0,33,2856,2021-01-26 05:22:02
US,Missouri,216,0,2,214,2021-01-26 05:22:02
US,Missouri,733,0,9,724,2021-01-26 05:22:02
US,Missouri,1774,0,21,1753,2021-01-26 05:22:02
US,Missouri,1372,0,17,1355,2021-01-26 05:22:02
US,Missouri,256,0,3,253,2021-01-26 05:22:02
US,Missouri,767,0,10,757,2021-01-26 05:22:02
US,Missouri,2298,0,28,2270,2021-01-26 05:22:02
US,Missouri,251,0,1,250,2021-01-26 05:22:02
US,Missouri,236,0,3,233,2021-01-26 05:22:02
US,Missouri,3633,0,70,3563,2021-01-26 05:22:02
US,Missouri,452,0,10,442,2021-01-26 05:22:02
US,Missouri,338,0,5,333,2021-01-26 05:22:02
US,Missouri,31084,0,333,30751,2021-01-26 05:22:02
US,Missouri,539,0,6,533,2021-01-26 05:22:02
US,Missouri,7275,0,82,7193,2021-01-26 05:22:02
US,Missouri,81279,0,1628,79651,2021-01-26 05:22:02
US,Missouri,20107,0,375,17709,2021-01-26 05:22:02
US,Missouri,1548,0,12,1536,2021-01-26 05:22:02
US,Missouri,2201,0,35,2166,2021-01-26 05:22:02
US,Missouri,1880,0,29,1851,2021-01-26 05:22:02
US,Missouri,737,0,12,725,2021-01-26 05:22:02
US,Missouri,4320,0,68,4252,2021-01-26 05:22:02
US,Missouri,1486,0,20,1466,2021-01-26 05:22:02
US,Missouri,55628,0,0,0,2021-01-26 05:22:02
US,Missouri,1313,0,31,1282,2021-01-26 05:22:02
US,Missouri,1935,0,12,1923,2021-01-26 05:22:02
US,Missouri,2041,0,41,2000,2021-01-26 05:22:02
US,Missouri,776,0,9,767,2021-01-26 05:22:02
US,Missouri,2873,0,45,2828,2021-01-26 05:22:02
US,Missouri,136,0,1,135,2021-01-26 05:22:02
US,Missouri,1298,0,24,1274,2021-01-26 05:22:02
US,Montana,843,0,8,835,2021-01-26 05:22:02
US,Montana,2252,0,69,2183,2021-01-26 05:22:02
US,Montana,629,0,24,605,2021-01-26 05:22:02
US,Montana,351,0,3,348,2021-01-26 05:22:02
US,Montana,763,0,8,755,2021-01-26 05:22:02
US,Montana,139,0,5,134,2021-01-26 05:22:02
US,Montana,7265,0,129,7136,2021-01-26 05:22:02
US,Montana,429,0,5,424,2021-01-26 05:22:02
US,Montana,1090,0,14,1076,2021-01-26 05:22:02
US,Montana,181,0,5,176,2021-01-26 05:22:02
US,Montana,1004,0,27,977,2021-01-26 05:22:02
US,Montana,951,0,9,942,2021-01-26 05:22:02
US,Montana,271,0,2,269,2021-01-26 05:22:02
US,Montana,965,0,19,946,2021-01-26 05:22:02
US,Montana,9897,0,60,9837,2021-01-26 05:22:02
US,Montana,11099,0,42,11057,2021-01-26 05:22:02
US,Montana,74,0,2,72,2021-01-26 05:22:02
US,Montana,1414,0,25,1389,2021-01-26 05:22:02
US,Montana,50,0,2,48,2021-01-26 05:22:02
US,Montana,182,0,2,180,2021-01-26 05:22:02
US,Montana,1798,0,37,1761,2021-01-26 05:22:02
US,Montana,921,0,7,914,2021-01-26 05:22:02
US,Montana,82,0,1,81,2021-01-26 05:22:02
US,Montana,1774,0,19,1755,2021-01-26 05:22:02
US,Montana,5753,0,59,5694,2021-01-26 05:22:02
US,Montana,103,0,1,102,2021-01-26 05:22:02
US,Montana,1370,0,9,1361,2021-01-26 05:22:02
US,Montana,627,0,6,621,2021-01-26 05:22:02
US,Montana,157,0,0,157,2021-01-26 05:22:02
US,Montana,114,0,7,107,2021-01-26 05:22:02
US,Montana,209,0,0,209,2021-01-26 05:22:02
US,Montana,7521,0,75,7446,2021-01-26 05:22:02
US,Montana,286,0,8,278,2021-01-26 05:22:02
US,Montana,1017,0,7,1010,2021-01-26 05:22:02
US,Montana,11,0,1,10,2021-01-26 05:22:02
US,Montana,464,0,13,451,2021-01-26 05:22:02
US,Montana,426,0,3,423,2021-01-26 05:22:02
US,Montana,107,0,6,101,2021-01-26 05:22:02
US,Montana,859,0,7,852,2021-01-26 05:22:02
US,Montana,127,0,2,125,2021-01-26 05:22:02
US,Montana,2402,0,27,2375,2021-01-26 05:22:02
US,Montana,963,0,12,951,2021-01-26 05:22:02
US,Montana,1445,0,52,1393,2021-01-26 05:22:02
US,Montana,1137,0,31,1106,2021-01-26 05:22:02
US,Montana,546,0,5,541,2021-01-26 05:22:02
US,Montana,376,0,5,371,2021-01-26 05:22:02
US,Montana,3338,0,64,3274,2021-01-26 05:22:02
US,Montana,613,0,12,601,2021-01-26 05:22:02
US,Montana,328,0,6,322,2021-01-26 05:22:02
US,Montana,371,0,5,366,2021-01-26 05:22:02
US,Montana,690,0,8,682,2021-01-26 05:22:02
US,Montana,53,0,1,52,2021-01-26 05:22:02
US,Montana,0,0,0,0,2021-01-26 05:22:02
US,Montana,719,0,10,709,2021-01-26 05:22:02
US,Montana,155,0,6,149,2021-01-26 05:22:02
US,Montana,113,0,5,108,2021-01-26 05:22:02
US,Montana,14992,0,174,14818,2021-01-26 05:22:02
US,Nebraska,2570,0,36,2534,2021-01-26 05:22:02
US,Nebraska,458,0,6,452,2021-01-26 05:22:02
US,Nebraska,21,0,0,21,2021-01-26 05:22:02
US,Nebraska,27,0,0,27,2021-01-26 05:22:02
US,Nebraska,19,0,0,19,2021-01-26 05:22:02
US,Nebraska,470,0,4,466,2021-01-26 05:22:02
US,Nebraska,854,0,9,845,2021-01-26 05:22:02
US,Nebraska,171,0,3,168,2021-01-26 05:22:02
US,Nebraska,211,0,2,209,2021-01-26 05:22:02
US,Nebraska,4760,0,54,4706,2021-01-26 05:22:02
US,Nebraska,566,0,10,556,2021-01-26 05:22:02
US,Nebraska,763,0,10,753,2021-01-26 05:22:02
US,Nebraska,2050,0,14,2036,2021-01-26 05:22:02
US,Nebraska,633,0,11,622,2021-01-26 05:22:02
US,Nebraska,426,0,3,423,2021-01-26 05:22:02
US,Nebraska,262,0,6,256,2021-01-26 05:22:02
US,Nebraska,828,0,15,813,2021-01-26 05:22:02
US,Nebraska,613,0,11,602,2021-01-26 05:22:02
US,Nebraska,1518,0,20,1498,2021-01-26 05:22:02
US,Nebraska,941,0,9,932,2021-01-26 05:22:02
US,Nebraska,760,0,17,743,2021-01-26 05:22:02
US,Nebraska,3646,0,57,3589,2021-01-26 05:22:02
US,Nebraska,611,0,18,593,2021-01-26 05:22:02
US,Nebraska,2667,0,26,2641,2021-01-26 05:22:02
US,Nebraska,85,0,0,85,2021-01-26 05:22:02
US,Nebraska,529,0,8,521,2021-01-26 05:22:02
US,Nebraska,4289,0,52,4237,2021-01-26 05:22:02
US,Nebraska,60251,0,567,59684,2021-01-26 05:22:02
US,Nebraska,142,0,4,138,2021-01-26 05:22:02
US,Nebraska,456,0,9,447,2021-01-26 05:22:02
US,Nebraska,220,0,3,217,2021-01-26 05:22:02
US,Nebraska,181,0,1,180,2021-01-26 05:22:02
US,Nebraska,434,0,4,430,2021-01-26 05:22:02
US,Nebraska,1992,0,16,1976,2021-01-26 05:22:02
US,Nebraska,104,0,1,103,2021-01-26 05:22:02
US,Nebraska,141,0,3,138,2021-01-26 05:22:02
US,Nebraska,177,0,4,173,2021-01-26 05:22:02
US,Nebraska,22,0,4,18,2021-01-26 05:22:02
US,Nebraska,190,0,2,188,2021-01-26 05:22:02
US,Nebraska,6530,0,105,6425,2021-01-26 05:22:02
US,Nebraska,833,0,15,818,2021-01-26 05:22:02
US,Nebraska,200,0,0,200,2021-01-26 05:22:02
US,Nebraska,58,0,0,58,2021-01-26 05:22:02
US,Nebraska,211,0,3,208,2021-01-26 05:22:02
US,Nebraska,742,0,14,728,2021-01-26 05:22:02
US,Nebraska,49,0,2,47,2021-01-26 05:22:02
US,Nebraska,495,0,15,480,2021-01-26 05:22:02
US,Nebraska,606,0,1,605,2021-01-26 05:22:02
US,Nebraska,608,0,7,601,2021-01-26 05:22:02
US,Nebraska,626,0,4,622,2021-01-26 05:22:02
US,Nebraska,639,0,3,636,2021-01-26 05:22:02
US,Nebraska,42,0,0,42,2021-01-26 05:22:02
US,Nebraska,369,0,6,363,2021-01-26 05:22:02
US,Nebraska,802,0,8,794,2021-01-26 05:22:02
US,Nebraska,26205,0,138,26067,2021-01-26 05:22:02
US,Nebraska,3353,0,39,3314,2021-01-26 05:22:02
US,Nebraska,72,0,0,72,2021-01-26 05:22:02
US,Nebraska,38,0,0,38,2021-01-26 05:22:02
US,Nebraska,4004,0,40,3964,2021-01-26 05:22:02
US,Nebraska,24,0,1,23,2021-01-26 05:22:02
US,Nebraska,696,0,13,683,2021-01-26 05:22:02
US,Nebraska,442,0,15,427,2021-01-26 05:22:02
US,Nebraska,367,0,10,357,2021-01-26 05:22:02
US,Nebraska,558,0,12,546,2021-01-26 05:22:02
US,Nebraska,341,0,1,340,2021-01-26 05:22:02
US,Nebraska,1177,0,3,1174,2021-01-26 05:22:02
US,Nebraska,184,0,1,183,2021-01-26 05:22:02
US,Nebraska,256,0,11,245,2021-01-26 05:22:02
US,Nebraska,854,0,8,846,2021-01-26 05:22:02
US,Nebraska,575,0,20,555,2021-01-26 05:22:02
US,Nebraska,3728,0,45,3683,2021-01-26 05:22:02
US,Nebraska,372,0,9,363,2021-01-26 05:22:02
US,Nebraska,1118,0,9,1109,2021-01-26 05:22:02
US,Nebraska,595,0,15,580,2021-01-26 05:22:02
US,Nebraska,99,0,2,97,2021-01-26 05:22:02
US,Nebraska,1858,0,3,1855,2021-01-26 05:22:02
US,Nebraska,18046,0,93,17953,2021-01-26 05:22:02
US,Nebraska,2125,0,13,2112,2021-01-26 05:22:02
US,Nebraska,3165,0,85,3080,2021-01-26 05:22:02
US,Nebraska,1252,0,25,1227,2021-01-26 05:22:02
US,Nebraska,424,0,13,411,2021-01-26 05:22:02
US,Nebraska,169,0,4,165,2021-01-26 05:22:02
US,Nebraska,34,0,0,34,2021-01-26 05:22:02
US,Nebraska,345,0,8,337,2021-01-26 05:22:02
US,Nebraska,450,0,3,447,2021-01-26 05:22:02
US,Nebraska,50,0,0,50,2021-01-26 05:22:02
US,Nebraska,766,0,9,757,2021-01-26 05:22:02
US,Nebraska,1382,0,3,1379,2021-01-26 05:22:02
US,Nebraska,292,0,3,289,2021-01-26 05:22:02
US,Nebraska,1875,0,19,1856,2021-01-26 05:22:02
US,Nebraska,921,0,6,915,2021-01-26 05:22:02
US,Nebraska,298,0,4,294,2021-01-26 05:22:02
US,Nebraska,33,0,0,33,2021-01-26 05:22:02
US,Nebraska,1382,0,9,1373,2021-01-26 05:22:02
US,Nevada,5642,0,99,5543,2021-01-26 05:22:02
US,Nevada,1786,0,47,1739,2021-01-26 05:22:02
US,Nevada,208929,0,3068,205861,2021-01-26 05:22:02
US,Nevada,2346,0,28,2318,2021-01-26 05:22:02
US,Nevada,4210,0,40,4170,2021-01-26 05:22:02
US,Nevada,36,0,0,36,2021-01-26 05:22:02
US,Nevada,44,0,0,44,2021-01-26 05:22:02
US,Nevada,937,0,12,925,2021-01-26 05:22:02
US,Nevada,428,0,8,420,2021-01-26 05:22:02
US,Nevada,340,0,1,339,2021-01-26 05:22:02
US,Nevada,2543,0,51,2492,2021-01-26 05:22:02
US,Nevada,236,0,4,232,2021-01-26 05:22:02
US,Nevada,2494,0,65,2429,2021-01-26 05:22:02
US,Nevada,864,0,16,848,2021-01-26 05:22:02
US,Nevada,70,0,2,68,2021-01-26 05:22:02
US,Nevada,0,0,0,0,2021-01-26 05:22:02
US,Nevada,40549,0,583,39966,2021-01-26 05:22:02
US,Nevada,443,0,5,438,2021-01-26 05:22:02
